AOID,Label
C4.1NP.124,124-schody
C4.1NP.125,125-výtah
C4.1NP.126,126-kancelář
C4.1NP.127,127-kancelář
C4.1NP.128,128-kancelář
C4.1NP.129,129-kancelář
C4.1NP.130,130-chodba
C4.1NP.131,131-WC
C4.1NP.132,132-WC
C4.1NP.133,133-úklid
C4.1NP.134,134-WC
C4.1NP.135,135-WC
C4.1NP.136,136-WC
C4.1NP.137,137-kancelář
C4.1NP.138,138-kancelář
C4.1NP.139,139-výrobní prostory
C4.1NP.140,140-kancelář
C4.1NP.140A,140A-sociální zázemí
C4.1NP.141,141-kancelář
C4.1NP.143,143-kancelář
C4.1NP.145,145-kancelář
C4.1NP.146,146-kancelář
C4.1NP.146A,146A-sociální zázemí
C4.1NP.147,147-kancelář
C4.1NP.148,148-kancelář
C4.1NP.148A,148A-sociální zázemí
C4.1NP.149,149-kancelář
C4.1NP.150,150-sklad
C4.1NP.151,151-kancelář
C4.1NP.152,152-sklad
C4.1NP.153,153-kancelář
C4.1NP.154,154-sociální zázemí
C4.1NP.155,155-kancelář
C4.1NP.156,156-sociální zázemí
C4.1NP.157,157-kancelář
C4.1NP.158,158-sklad
C4.1NP.159,159-kancelář
C4.1NP.160,160-schody
C4.1NP.161,161-kancelář
C4.1PP.001,001-chodba
C4.1PP.002,002-sklad
C4.1PP.003,003-výrobní prostory
C4.1PP.004,004-výrobní prostory
C4.1PP.005,005-výrobní prostory
C4.1PP.006,006-výrobní prostory
C4.1PP.007,007-WC
C4.1PP.008,008-chodba
C4.1PP.009,009-kancelář
C4.1PP.010,010-sklad
C4.1PP.011,011-schody
C4.1PP.012,012-chodba
C4.1PP.012A,012A-sklad
C4.1PP.013,013-chodba
C4.1PP.014,014-výrobní prostory
C4.1PP.015,015-sociální zázemí
C4.1PP.016,016-WC
C4.1PP.017,017-výrobní prostory
C4.1PP.018,018-sklad
C4.1PP.019,019-sklad
C4.1PP.020,020-sklad
C4.1PP.021,021-sklad
C4.1PP.022,022-sklad
C4.1PP.023,023-schody
C4.1PP.024,024-chodba
C4.1PP.024A,024A-sklad
C4.1PP.025,025-výtah
C4.1PP.026,026-sklad
C4.2NP.201,201-chodba
C4.2NP.202,202-chodba
C4.2NP.203,203-schody
C4.2NP.204,204-výtah
C4.2NP.205,205-kancelář
C4.2NP.206,206-kancelář
C4.2NP.207,207-kancelář
C4.2NP.208,208-WC
C4.2NP.209,209-WC
C4.2NP.210,210-úklid
C4.2NP.211,211-WC
C4.2NP.212,212-WC
C4.2NP.213,213-WC
C4.2NP.214,214-kancelář
C4.2NP.215,215-kancelář
C4.2NP.216,216-výrobní prostory
C4.2NP.217,217-kancelář
C4.2NP.217A,217A-sociální zázemí
C4.2NP.218,218-kancelář
C4.2NP.220,220-kancelář
C4.2NP.222,222-kancelář
C4.2NP.223,223-sociální zázemí
C4.2NP.224,224-kancelář
C4.2NP.225,225-kancelář
C4.2NP.225A,225A-sociální zázemí
C4.2NP.226,226-kancelář
C4.2NP.227,227-sklad
C4.2NP.228,228-kancelář
C4.2NP.230,230-kancelář
C4.2NP.231,231-kancelář
C4.2NP.231A,231A-sociální zázemí
C4.2NP.232,232-kancelář
C4.2NP.233,233-sklad
C4.2NP.237,237-schody
C4.2NP.238,238-balkon
C4.3NP.301,301-chodba
C4.3NP.302,302-chodba
C4.3NP.303,303-schody
C4.3NP.304,304-výtah
C4.3NP.305,305-kancelář
C4.3NP.306,306-kancelář
C4.3NP.307,307-kancelář
C4.3NP.308,308-WC
C4.3NP.309,309-WC
C4.3NP.310,310-úklid
C4.3NP.311,311-WC
C4.3NP.312,312-WC
C4.3NP.313,313-WC
C4.3NP.314,314-kancelář
C4.3NP.315,315-sociální zázemí
C4.3NP.316,316-kancelář
C4.3NP.317,317-sklad
C4.3NP.318,318-kancelář
C4.3NP.319,319-kancelář
C4.3NP.319A,319A-sociální zázemí
C4.3NP.319B,319B-sociální zázemí
C4.3NP.320,320-kancelář
C4.3NP.321,321-kancelář
C4.3NP.323,323-sklad
C4.3NP.324,324-kancelář
C4.3NP.325,325-chodba
C4.3NP.325A,325A-sociální zázemí
C4.3NP.326,326-kancelář
C4.3NP.327,327-chodba
C4.3NP.327A,327A-sociální zázemí
C4.3NP.328,328-kancelář
C4.3NP.329,329-sklad
C4.3NP.330,330-kancelář
C4.3NP.331,331-kancelář
C4.3NP.333,333-sociální zázemí
C4.3NP.334,334-kancelář
C4.3NP.336,336-kancelář
C4.3NP.337,337-sklad
C4.3NP.338,338-kancelář
C4.3NP.339,339-schody
C4.3NP.340,340-balkon
C5.1NP.101,101-sklad
C5.1NP.102,102-sklad
C5.1NP.103,103-výrobní prostory
C5.1NP.104,104-WC
C5.1NP.105,105-WC
C8.1MP.301,301-výrobní prostory
C8.1MP.302,302-výrobní prostory
C8.1NP.101,101-ateliér
C8.1NP.102,102-výrobní prostory
C8.1NP.103,103-výrobní prostory
C8.1NP.104,104-výrobní prostory
C8.1NP.105,105-chodba
C8.1NP.106,106-chodba
C8.1NP.107,107-výrobní prostory
C8.1NP.108,108-chodba
C8.1NP.109,109-chodba
C8.1NP.110,110-sklad
C8.1NP.111,111-chodba
C8.1NP.112,112-WC
C8.1NP.113,113-WC
C8.1NP.114,114-ateliér
C8.1NP.115,115-výrobní prostory
C8.1NP.116,116-chodba
C8.1NP.117,117-chodba
C8.1NP.118,118-výrobní prostory
C8.1NP.119,119-chodba
C8.1NP.120,120-výrobní prostory
C8.1NP.121,121-chodba
C8.1NP.121A,121A-chodba
C8.1NP.122,122-WC
C8.1NP.123,123-WC
C8.1NP.124,124-chodba
C8.1NP.125,125-ateliér
C8.1NP.126,126-chodba
C8.1NP.127,127-chodba
C8.1NP.128,128-výrobní prostory
C8.1NP.129,129-chodba
C8.1NP.130,130-chodba
C8.1NP.131,131-chodba
C8.1NP.131A,131A-chodba
C8.1NP.132,132-WC
C8.1NP.133,133-WC
C8.1NP.134,134-úklid
C8.1NP.135,135-sklad
C8.1NP.136,136-sklad
C8.1NP.137,137-výrobní prostory
C8.1NP.138,138-výrobní prostory
C8.1NP.140,140-sklad
C8.1NP.141,141-výrobní prostory
C8.1NP.142,142-výrobní prostory
C8.1NP.143,143-výrobní prostory
C8.1NP.144,144-výrobní prostory
C8.2MP.801,801-výrobní prostory
C8.2MP.802,802-výrobní prostory
C8.2MP.803,803-výrobní prostory
C8.2MP.804,804-sklad
C8.2MP.805,805-výrobní prostory
C8.2MP.806,806-výrobní prostory
C8.2NP.601,601-sklad
C8.2NP.602,602-sklad
C8.2NP.603,603-sklad
C8.2NP.604,604-sklad
C8.2NP.605,605-sklad
C8.2NP.606,606-sklad
C8.2NP.607,607-výrobní prostory
C8.3NP.1201,1201-chodba
C8.3NP.1202,1202-sklad
C8.3NP.1203,1203-chodba
C8.3NP.1204,1204-chodba
C8.3NP.1205,1205-chodba
C8.3NP.1206,1206-sklad
C8.3NP.1207,1207-chodba
C8.3NP.1208,1208-výrobní prostory
C8.3NP.1209,1209-chodba
C8.3NP.1210,1210-sklad
C8.3NP.1211,1211-chodba
C8.3NP.1212,1212-chodba
C8.3NP.1213,1213-výrobní prostory
C8.3NP.1215,1215-výrobní prostory
C9.1NP.101,101-sklad
C9.1NP.102,102-sklad
C9.1NP.103,103-WC
C9.1NP.104,104-WC
C9.1NP.105,105-WC
C9.1NP.106,106-WC
C9.1NP.107,107-úklid
C9.2NP.201,201-schody
C9.2NP.202,202-sklad
CD.1NP.101,101-schody
CD.1NP.102,102-chodba
CD.1NP.103,103-kancelář
CD.1NP.104,104-sklad
CD.1NP.105,105-kancelář
CD.1NP.106,106-sklad
CD.1NP.107,107-WC
CD.1NP.108,108-WC
CD.1NP.109,109-WC
CD.2NP.201,201-chodba
CD.2NP.202,202-kancelář
CD.2NP.203,203-sklad
CD.2NP.204,204-sklad
CD.2NP.205,205-WC
CD.2NP.206,206-umývárna
CD.2NP.207,207-umývárna
CD.2NP.208,208-WC
CD.2NP.209,209-šatna
CD.2NP.210,210-kuchyňka
CD.2NP.211,211-sklad
CD.2NP.212,212-sklad
CH.1NP.101,101-sklad
DA.1NP.101,101-sklad
DE.1NP.101,101-chodba
DE.1NP.101A,101A-chodba
DE.1NP.102,102-kancelář
DE.1NP.103,103-kancelář
DE.1NP.104,104-kancelář
DE.1NP.105,105-kancelář
DE.1NP.106,106-kancelář
DE.1NP.107,107-sklad
DE.1NP.108,108-sklad
DE.1NP.109,109-kancelář
DE.1NP.110,110-kancelář
DE.1NP.111,111-chodba
DE.1NP.112,112-sociální zázemí
DE.1NP.112A,112A-výrobní prostory
DE.1NP.113,113-WC
DE.1NP.113A,113A-sociální zázemí
DE.1NP.114,114-sociální zázemí
DE.1NP.115,115-kancelář
DE.1NP.117,117-kancelář
DF.1NP.101,101-chodba
DF.1NP.102,102-výrobní prostory
DF.1NP.103,103-výrobní prostory
DF.1NP.104,104-WC
DF.1NP.105,105-WC
DF.1NP.106,106-sociální zázemí
DF.1NP.107,107-sklad
DF.1NP.108,108-sklad
DF.1NP.109,109-sociální zázemí
DF.1NP.110,110-sklad
DF.1NP.111,111-sklad
DF.1NP.112,112-sklad
DF.1NP.113,113-sklad
DF.1NP.114,114-sklad
DF.1NP.115,115-sklad
DF.1NP.117,117-sklad
DF.1NP.118,118-sklad
DF.1NP.120,120-sklad
DF.1NP.121,121-sklad
DF.1NP.122,122-sklad
DF.1NP.123,123-sklad
DF.1NP.124,124-sklad
DF.1NP.125,125-sklad
DF.1NP.126,126-sklad
DF.1NP.127,127-sklad
DF.1NP.128,128-sklad
DF.1NP.129,129-sklad
DF.1NP.130,130-sklad
DF.1NP.131,131-sklad
DF.1NP.133,133-sklad
DF.1NP.134,134-sklad
DF.1NP.135,135-sklad
DF.1NP.136,136-sklad
DF.1NP.136A,136A-sklad
DF.1NP.137,137-sklad
DF.1NP.137A,137A-chodba
DF.1NP.137B,137B-sklad
DF.1NP.137C,137C-chodba
DF.1NP.137D,137D-sklad
DF.1NP.137E,137E-sklad
DF.1NP.138,138-sklad
DF.1NP.139,139-sklad
DF.1NP.140,140-sklad
DF.1NP.141,141-sklad
DF.1NP.142,142-chodba
DF.1NP.143,143-dílna
DF.1NP.144,144-dílna
DF.1NP.144A,144A-kancelář
DF.1NP.145,145-kancelář
DF.1NP.146,146-kancelář
DF.1NP.147,147-sociální zázemí
DF.1NP.148,148-WC
DF.1NP.149,149-kancelář
DF.1NP.150,150-sklad
DF.1NP.151,151-chodba
DF.1NP.152,152-dílna
DF.1NP.153,153-chodba
DF.1NP.154,154-WC
DF.1NP.155,155-sociální zázemí
DG.1NP.001,001-WC
DG.1NP.002,002-sprchy
DG.1NP.003,003-kancelář
DG.1NP.004,004-sklad
DG.1NP.005,005-dílna
DH.1NP.101,101 - sklad
EF.1NP.101,101-sklad
EF.1NP.102,102-výrobní prostory
EF.1NP.103,103-sklad
EF.1NP.104,104-sklad
EF.1NP.105,105-sklad
EF.1NP.106,106-sklad
EG.1NP.101,101-sklad
EG.1NP.102,102-sklad
EH.1NP.101,101-sklad
F1.1MP.M01,M01-schody
F1.1MP.M02,M02-výrobní prostory
F1.1MP.M03,M03-výrobní prostory
F1.1MP.M04,M04-sklad
F1.1MP.M05,M05-chodba
F1.1MP.M06,M06-sklad
F1.1MP.M07,M07-sklad
F1.1MP.M08,M08-sklad
F1.1MP.M09,M09-výrobní prostory
F1.1MP.M10,M10-schody
F1.1MP.M11,M11-sklad
F1.1MP.M12,M12-výrobní prostory
F1.1MP.M13,M13-sklad
F1.1MP.M14,M14-chodba
F1.1MP.M15,M15-chodba
F1.1MP.M16,M16-schody
F1.1MP.M17,M17-kancelář
F1.1MP.M17A,M17A-WC
F1.1MP.M19,M19-sklad
F1.1MP.M20,M20-výrobní prostory
F1.1MP.M21,M21-výrobní prostory
F1.1MP.M22,M22-výrobní prostory
F1.1MP.M23,M23-výrobní prostory
F1.1MP.M24,M24-sklad
F1.1MP.M25,M25-výrobní prostory
F1.1MP.M26,M26-výrobní prostory
F1.1MP.M27,M27-výrobní prostory
F1.1MP.M28,M28-výrobní prostory
F1.1MP.M29,M29-sklad
F1.1MP.M30,M30-sklad
F1.1NP.200,200-kancelář
F1.1NP.201,201-kancelář
F1.1NP.202,202-sklad
F1.1NP.203,203-WC
F1.1NP.205,205-WC
F1.1NP.207,207-kancelář
F1.1NP.207A,207A-sociální zázemí
F1.1NP.208,208-kancelář
F1.1NP.209,209-kancelář
F1.1NP.210,210-kancelář
F1.1NP.211,211-kancelář
F1.1NP.212,212-kancelář
F1.1NP.213,213-kancelář
F1.1NP.214,214-sklad
F1.1NP.215,215-WC
F1.1NP.217,217-WC
F1.1NP.219,219-kancelář
F1.1NP.220,220-kancelář
F1.1NP.221,221-chodba
F1.1NP.222,222-chodba
F1.1NP.223,223-kancelář
F1.1NP.224,224-projekce
F1.1NP.225,225-kancelář
F1.1NP.226,226-dílna
F1.1NP.227,227-výrobní prostory
F1.1NP.228,228-dílna
F1.1NP.229,229-dílna
F1.1NP.230,230-výrobní prostory
F1.1NP.231,231-dílna
F1.1NP.232,232-chodba
F1.1NP.233,233-WC
F1.1NP.234,234-dílna
F1.1NP.235,235-výrobní prostory
F1.1NP.236,236-kancelář
F1.1NP.237,237-sociální zázemí
F1.1NP.238,238-WC
F1.1NP.239,239-sociální zázemí
F1.1NP.240,240-kancelář
F1.1NP.241,241-sociální zázemí
F1.1NP.242,242-kancelář
F1.1NP.243,243-sociální zázemí
F1.1NP.244,244-kancelář
F1.1NP.245,245-sociální zázemí
F1.1NP.246,246-kancelář
F1.1NP.247,247-sociální zázemí
F1.1NP.248,248-kancelář
F1.1NP.249,249-kancelář
F1.1NP.251,251-kancelář
F1.1NP.252,252-kancelář
F1.1NP.253,253-kancelář
F1.1NP.253A,253A-sociální zázemí
F1.1NP.254,254-kancelář
F1.1NP.254A,254A-sociální zázemí
F1.1NP.255,255-kancelář
F1.1NP.256,256-kancelář
F1.1NP.257,257-kancelář
F1.1NP.259,259-kancelář
F1.1NP.260,260-sociální zázemí
F1.1NP.261,261-sklad
F1.1NP.262,262-WC
F1.1NP.264,264-WC
F1.1NP.266,266-sociální zázemí
F1.1NP.268,268-výrobní prostory
F1.1NP.269,269-kancelář
F1.1NP.270,270-kancelář
F1.1NP.271,271-kancelář
F1.1NP.272,272-kancelář
F1.1NP.273,273-sociální zázemí
F1.1NP.274,274-kancelář
F1.1NP.275,275-sklad
F1.1NP.276,276-kancelář
F1.1NP.277,277-kancelář
F1.1NP.277A,277A-sociální zázemí
F1.1NP.279,279-WC
F1.1NP.280,280-WC
F1.1NP.282,282-kancelář
F1.1NP.284,284-sociální zázemí
F1.1NP.286,286-kancelář
F1.1NP.287,287-kancelář
F1.1NP.288,288-kancelář
F1.1NP.289,289-sociální zázemí
F1.1NP.290,290-kancelář
F1.1NP.291,291-kancelář
F1.1NP.2A,2A-schody
F1.1NP.2A1,2A1-wc
F1.1NP.2A2,2A2-schody
F1.1NP.2A3,2A3-výrobní prostory
F1.1NP.2A4,2A4-výrobní prostory
F1.1NP.2A5,2A5-výrobní prostory
F1.1NP.2A6,2A6-schody
F1.1NP.2A7,2A7-wc
F1.1NP.2B,2B-schody
F1.1NP.2B1,2B1-wc
F1.1NP.2B2,2B2-schody
F1.1NP.2B3,2B3-výrobní prostory
F1.1NP.2B4,2B4-výrobní prostory
F1.1NP.2B5,2B5-výrobní prostory
F1.1NP.2B6,2B6-schody
F1.1NP.2B7,2B7-wc
F1.1NP.2C,2C-chodba
F1.1NP.2D,2D-chodba
F1.1NP.2E,2E-schody
F1.1NP.2F,2F-chodba
F1.1NP.2G,2G-schody
F1.1NP.2H,2H-chodba
F1.1NP.2J,2J-chodba
F1.1NP.2K,2K-schody
F1.1NP.2L,2L-chodba
F1.1NP.2M,2M-chodba
F1.1NP.2N,2N-schody
F1.1NP.2O,2O-chodba
F1.1NP.2P,2P-chodba
F1.1NP.2Q,2Q-chodba
F1.1NP.2R,2R-schody
F1.1NP.2S,2S-chodba
F1.1NP.2T,2T-chodba
F1.1NP.2V,2V-schody
F1.1NP.AT5,AT5-ateliér
F1.1NP.AT6,AT6-ateliér
F1.1NP.AT7,AT7-ateliér
F1.1PP.100,100-kancelář
F1.1PP.101,101-kancelář
F1.1PP.102,102-kancelář
F1.1PP.103,103-chodba
F1.1PP.104,104-schody
F1.1PP.105,105-chodba
F1.1PP.106,106-kancelář
F1.1PP.107,107-kancelář
F1.1PP.108,108-kancelář
F1.1PP.109,109-kancelář
F1.1PP.111,111-kancelář
F1.1PP.113,113-kancelář
F1.1PP.114,114-kancelář
F1.1PP.115,115-kancelář
F1.1PP.116,116-chodba
F1.1PP.117,117-schody
F1.1PP.118,118-chodba
F1.1PP.119,119-kancelář
F1.1PP.121,121-WC
F1.1PP.122,122-WC
F1.1PP.123,123-WC
F1.1PP.124,124-WC
F1.1PP.125,125-chodba
F1.1PP.126,126-sklad
F1.1PP.127,127-sklad
F1.1PP.128,128-sklad
F1.1PP.129,129-sklad
F1.1PP.130,130-sklad
F1.1PP.131,131-výrobní prostory
F1.1PP.132,132-výrobní prostory
F1.1PP.133,133-chodba
F1.1PP.134,134-chodba
F1.1PP.135,135-schody
F1.1PP.136,136-výrobní prostory
F1.1PP.137,137-WC
F1.1PP.138,138-WC
F1.1PP.139,139-WC
F1.1PP.140,140-WC
F1.1PP.141,141-WC
F1.1PP.142,142-kancelář
F1.1PP.143,143-kancelář
F1.1PP.144,144-kancelář
F1.1PP.145,145-kancelář
F1.1PP.146,146-schody
F1.1PP.147,147-chodba
F1.1PP.148,148-kancelář
F1.1PP.149,149-schody
F1.1PP.150,150-sklad
F1.1PP.151,151-výrobní prostory
F1.1PP.152,152-výrobní prostory
F1.1PP.153,153-výrobní prostory
F1.1PP.154,154-výrobní prostory
F1.1PP.155,155-výrobní prostory
F1.1PP.156,156-výrobní prostory
F1.1PP.157,157-výrobní prostory
F1.1PP.158,158-výrobní prostory
F1.1PP.159,159-výrobní prostory
F1.1PP.160,160-výrobní prostory
F1.1PP.161,161-výrobní prostory
F1.1PP.162,162-výrobní prostory
F1.1PP.163,163-výrobní prostory
F1.1PP.164,164-výrobní prostory
F1.1PP.1A1,1A1-chodba
F1.1PP.1A2,1A2-chodba
F1.1PP.1A3,1A3-výrobní prostory
F1.1PP.1A3A,1A3A-sklad
F1.1PP.1A4,1A4-výrobní prostory
F1.1PP.1A5,1A5-sklad
F1.1PP.1A6,1A6-sklad
F1.1PP.1A7,1A7-sklad
F1.1PP.1A8,1A8-chodba
F1.1PP.1A9,1A9-sklad
F1.1PP.1B1,1B1-chodba
F1.1PP.1B2,1B2-sklad
F1.1PP.1B3,1B3-WC
F1.1PP.1B4,1B4-WC
F1.1PP.1B5,1B5-výrobní prostory
F1.1PP.1B6,1B6-chodba
F1.1PP.1B7,1B7-chodba
F1.1PP.1B8,1B8-sklad
F1.1PP.1B9,1B9-sklad
F1.1PP.1C1,1C1-schody
F1.1PP.1C2,1C2-sklad
F1.1PP.1C3,1C3-výrobní prostory
F1.1PP.1C4,1C4-výrobní prostory
F1.1PP.1C5,1C5-výrobní prostory
F1.1PP.1C6,1C6-chodba
F1.1PP.1C7,1C7-výrobní prostory
F1.1PP.1C8,1C8-výrobní prostory
F1.1PP.1C9,1C9-schody
F1.1PP.1D1,1D1-sklad
F1.1PP.1D2,1D2-chodba
F1.1PP.1D3,1D3-výrobní prostory
F1.1PP.1D4,1D4-výrobní prostory
F1.1PP.1D5,1D5-výrobní prostory
F1.1PP.1D6,1D6-výrobní prostory
F1.1PP.1D7,1D7-výrobní prostory
F1.1PP.1D8,1D8-výrobní prostory
F1.1PP.1D9,1D9-sklad
F1.1PP.1E1,1E1-schody
F1.1PP.1E2,1E2-chodba
F1.1PP.1E3,1E3-výrobní prostory
F1.1PP.1E4,1E4-výrobní prostory
F1.1PP.1E5,1E5-výrobní prostory
F1.1PP.1E6,1E6-výrobní prostory
F1.1PP.1E7,1E7-výrobní prostory
F1.1PP.1E8,1E8-dozorna
F1.1PP.1E9,1E9-denní místnost
F1.1PP.1F1,1F1-sklad
F1.1PP.1F2,1F2-chodba
F1.1PP.1F3,1F3-schody
F1.1PP.1F4,1F4-sociální zázemí
F1.1PP.1F5,1F5-sociální zázemí
F1.1PP.1F6,1F6-WC
F1.1PP.1F7,1F7-sprchy
F1.1PP.1F8,1F8-sklad
F1.1PP.1F9,1F9-chodba
F1.1PP.1G1,1G1-sklad
F1.1PP.1G2,1G2-sklad
F1.1PP.1H8,1H8-sklad
F1.1PP.1H9,1H9-sklad
F1.1PP.1J6,1J6-sklad
F1.1PP.1J7,1J7-výrobní prostory
F1.1PP.1J8,1J8-výrobní prostory
F1.1PP.1J9,1J9-sklad
F1.1PP.1K1,1K1-chodba
F1.1PP.1K2,1K2-výrobní prostory
F1.1PP.1K3,1K3-výrobní prostory
F1.1PP.1K4,1K4-výrobní prostory
F1.1PP.1K4A,1K4A-výrobní prostory
F1.1PP.1K5,1K5-výrobní prostory
F1.1PP.1K5A,1K5A-výrobní prostory
F1.1PP.1K6,1K6-výrobní prostory
F1.1PP.1K7,1K7-výrobní prostory
F1.1PP.1K8,1K8-výrobní prostory
F1.1PP.1K9,1K9-sklad
F1.1PP.1L1,1L1-chodba
F1.1PP.1L2,1L2-výrobní prostory
F1.1PP.1L3,1L3-výrobní prostory
F1.1PP.1L4,1L4-výrobní prostory
F1.1PP.1L5,1L5-výrobní prostory
F1.1PP.1L5A,1L5A-výrobní prostory
F1.1PP.1L6,1L6-výrobní prostory
F1.1PP.1L7,1L7-sklad
F1.1PP.1L8,1L8-chodba
F1.1PP.1L9,1L9-chodba
F1.1PP.K1,K1-výrobní prostory
F1.1PP.K2,K2-výrobní prostory
F1.2NP.300,300-kancelář
F1.2NP.301,301-kancelář
F1.2NP.302,302-kancelář
F1.2NP.303,303-WC
F1.2NP.305,305-WC
F1.2NP.307,307-kancelář
F1.2NP.308,308-kancelář
F1.2NP.309,309-kancelář
F1.2NP.310,310-kancelář
F1.2NP.311,311-kancelář
F1.2NP.312,312-kancelář
F1.2NP.313,313-kancelář
F1.2NP.314,314-kancelář
F1.2NP.315,315-kancelář
F1.2NP.316,316-sociální zázemí
F1.2NP.317,317-kancelář
F1.2NP.318,318-kancelář
F1.2NP.319,319-kancelář
F1.2NP.320,320-kancelář
F1.2NP.321,321-kancelář
F1.2NP.322,322-WC
F1.2NP.324,324-sociální zázemí
F1.2NP.325,325-kancelář
F1.2NP.326,326-kancelář
F1.2NP.327,327-kancelář
F1.2NP.328,328-kancelář
F1.2NP.329,329-sociální zázemí
F1.2NP.330,330-kancelář
F1.2NP.330A,330A-sociální zázemí
F1.2NP.332,332-kancelář
F1.2NP.333,333-kancelář
F1.2NP.334,334-kancelář
F1.2NP.335,335-kancelář
F1.2NP.336,336-kancelář
F1.2NP.337,337-kancelář
F1.2NP.338,338-kancelář
F1.2NP.339,339-kancelář
F1.2NP.340,340-kancelář
F1.2NP.342,342-kancelář
F1.2NP.344,344-kancelář
F1.2NP.345,345-WC
F1.2NP.346,346-WC
F1.2NP.347,347-výrobní prostory
F1.2NP.348,348-kancelář
F1.2NP.349,349-kancelář
F1.2NP.350,350-kancelář
F1.2NP.351,351-kancelář
F1.2NP.352,352-WC
F1.2NP.353,353-WC
F1.2NP.354,354-kancelář
F1.2NP.355,355-kancelář
F1.2NP.356,356-schody
F1.2NP.357,357-kancelář
F1.2NP.358,358-kancelář
F1.2NP.359,359-kancelář
F1.2NP.360,360-WC
F1.2NP.360A,360A-kancelář
F1.2NP.361,361-kancelář
F1.2NP.361B,361B-kancelář
F1.2NP.362,362-kancelář
F1.2NP.363,363-kancelář
F1.2NP.364,364-kancelář
F1.2NP.364A,364A-sociální zázemí
F1.2NP.365,365-kancelář
F1.2NP.366,366-kancelář
F1.2NP.367,367-kancelář
F1.2NP.368,368-kancelář
F1.2NP.369,369-kancelář
F1.2NP.370,370-kancelář
F1.2NP.371,371-kancelář
F1.2NP.371A,371A-sociální zázemí
F1.2NP.3A1,3A1-wc
F1.2NP.3A2,3A2-wc
F1.2NP.3A3,3A3-schody
F1.2NP.3A4,3A4-výrobní prostory
F1.2NP.3A5,3A5-výrobní prostory
F1.2NP.3A6,3A6-výrobní prostory
F1.2NP.3A7,3A7-výrobní prostory
F1.2NP.3A8,3A8-výrobní prostory
F1.2NP.3A9,3A9-schody
F1.2NP.3B1,3B1-WC
F1.2NP.3B2,3B2-WC
F1.2NP.3C1,3C1-WC
F1.2NP.3C2,3C2-WC
F1.2NP.3C3,3C3-schody
F1.2NP.3C4,3C4-výrobní prostory
F1.2NP.3C5,3C5-výrobní prostory
F1.2NP.3C6,3C6-výrobní prostory
F1.2NP.3C7,3C7-výrobní prostory
F1.2NP.3C8,3C8-výrobní prostory
F1.2NP.3C9,3C9-schody
F1.2NP.3D1,3D1-WC
F1.2NP.3D2,3D2-WC
F1.2NP.3E1,3E1-schody
F1.2NP.3E2,3E2-chodba
F1.2NP.3E3,3E3-chodba
F1.2NP.3E4,3E4-chodba
F1.2NP.3E5,3E5-schody
F1.2NP.3E6,3E6-chodba
F1.2NP.3E7,3E7-schody
F1.2NP.3E8,3E8-chodba
F1.2NP.3F1,3F1-schody
F1.2NP.3F2,3F2-chodba
F1.2NP.3F3,3F3-chodba
F1.2NP.3F4,3F4-chodba
F1.2NP.3F5,3F5-schody
F1.2NP.3F6,3F6-chodba
F1.2NP.3F7,3F7-chodba
F1.2NP.3F8,3F8-schody
F1.2NP.3F9,3F9-chodba
F1.2NP.3G1,3G1-výrobní prostory
F1.2NP.3G2,3G2-výrobní prostory
F1.2NP.3G3,3G3-výrobní prostory
F1.2PP.001,001-sklad
F1.2PP.002,002-schody
F1.2PP.003,003-chodba
F1.2PP.004,004-sklad
F1.2PP.005,005-výrobní prostory
F1.2PP.007,007-výrobní prostory
F1.2PP.008,008-kancelář
F1.2PP.010,010-chodba
F1.2PP.011,011-výrobní prostory
F1.2PP.012,012-výrobní prostory
F1.2PP.013,013-výrobní prostory
F1.2PP.014,014-výrobní prostory
F1.2PP.015,015-sklad
F1.2PP.016,016-kancelář
F1.2PP.017,017-sociální zázemí
F1.2PP.018,018-kancelář
F1.2PP.019,019-sklad
F1.2PP.019A,019A-úklid
F1.2PP.021,021-sklad
F1.2PP.022,022-sklad
F1.2PP.023,023-chodba
F1.2PP.024,024-schody
F1.2PP.025,025-chodba
F1.2PP.026,026-kancelář
F1.2PP.027,027-WC
F1.2PP.029,029-kancelář
F1.2PP.031,031-kancelář
F1.2PP.032,032-kancelář
F1.2PP.033,033-kancelář
F1.2PP.035,035-kancelář
F1.2PP.036,036-sklad
F1.2PP.039,039-sklad
F1.2PP.040,040-chodba
F1.2PP.041,041-schody
F1.2PP.041A,041A-výrobní prostory
F1.2PP.041B,041B-sklad
F1.2PP.041C,041C-sklad
F1.2PP.042,042-chodba
F1.2PP.043,043-výrobní prostory
F1.2PP.045,045-WC
F1.2PP.047,047-WC
F1.2PP.048,048-kancelář
F1.2PP.050,050-kancelář
F1.2PP.052,052-kancelář
F1.2PP.054,054-chodba
F1.2PP.055,055-schody
F1.2PP.056,056-sklad
F1.2PP.057,057-chodba
F1.2PP.058,058-chodba
F1.2PP.059,059-výrobní prostory
F1.2PP.060,060-výrobní prostory
F1.2PP.061,061-výrobní prostory
F1.2PP.062,062-výrobní prostory
F1.2PP.063,063-výrobní prostory
F1.2PP.0A1,0A1-chodba
F1.2PP.0A2,0A2-sklad
F1.2PP.0A3,0A3-chodba
F1.2PP.0A4,0A4-sklad
F1.2PP.0A5,0A5-sklad
F1.2PP.0A7,0A7-WC
F1.2PP.0A9,0A9-dílna
F1.2PP.0B1,0B1-sklad
F1.2PP.0B2,0B2-chodba
